RD,AC,RL,AL,LL,GL,edgeID
0,2,0,0,0,3,0
0,0,0,0,0,0,1
4,1,4,1,1,0,3
4,1,4,1,1,0,4
0,0,0,0,0,0,5
0,0,0,0,0,0,8
0,2,0,0,0,3,11
0,0,0,0,0,0,14
0,0,1,0,0,0,20
0,0,1,0,0,0,21
0,0,2,0,0,0,22
1,0,3,1,3,0,24
5,2,4,6,5,0,25
1,0,3,1,3,0,26
6,1,5,7,6,1,27
25,2,8,4,8,0,30
28,2,10,4,12,1,31
3,0,2,0,4,1,32
2,0,0,0,3,0,33
0,0,2,0,2,0,34
2,0,2,0,1,0,35
0,1,3,0,0,0,37
0,1,4,0,0,0,38
1,0,0,0,0,0,41
1,1,2,2,2,2,42
1,1,1,1,1,1,43
4,1,4,3,4,0,55
2,1,2,3,1,0,56
2,0,2,0,3,0,57
0,0,0,0,0,1,59
0,0,0,0,0,0,65
0,0,2,0,0,1,66
0,0,2,0,0,1,67
1,0,2,0,0,2,68
0,0,0,0,0,0,69
1,0,2,0,0,2,70
0,0,1,0,0,0,74
1,0,1,0,0,2,75
1,0,3,0,0,1,78
0,2,0,1,1,1,90
0,0,0,0,0,0,92
0,0,1,0,0,0,94
0,0,0,0,0,0,107
0,0,0,0,0,6,108
0,0,0,0,0,1,112
0,0,0,0,0,0,119
0,0,0,0,0,0,121
2,0,1,0,1,0,123
1,0,4,1,1,2,124
0,0,0,0,0,0,129
0,0,0,0,0,0,130
2,0,0,0,2,0,135
2,0,0,0,2,0,136
5,9,16,25,16,0,142
0,0,2,0,1,0,143
5,9,16,25,15,0,144
0,0,2,0,1,0,153
0,0,0,0,0,0,154
0,0,2,0,1,0,155
0,0,2,0,1,0,167
0,0,0,0,0,0,168
1,0,0,0,0,0,169
1,0,0,0,0,0,170
0,0,0,0,0,0,172
1,0,0,0,0,0,174
1,0,0,1,0,2,181
0,0,0,1,0,2,182
0,0,0,0,0,0,190
1,0,0,0,0,0,191
3,0,0,0,0,1,195
4,1,1,1,1,0,196
0,0,0,0,0,0,197
0,0,0,0,0,0,198
3,4,4,6,3,0,202
1,0,2,1,4,1,205
1,0,1,1,4,1,206
0,0,1,0,0,0,207
2,0,5,1,1,1,208
2,0,5,1,1,1,209
0,6,0,3,0,6,211
0,1,0,0,0,6,213
0,0,0,0,0,0,226
2,4,0,6,2,0,227
2,4,0,6,2,0,228
0,0,0,0,0,0,239
0,0,0,0,0,0,240
0,0,0,0,0,0,241
0,0,0,0,0,0,243
0,0,5,1,2,0,245
0,0,3,1,2,0,246
0,0,2,0,0,0,247
0,0,0,0,0,0,251
0,0,4,0,0,0,252
0,0,4,0,0,0,253
2,0,2,1,6,0,264
1,1,1,1,0,5,268
3,1,2,1,0,5,269
2,0,1,0,0,0,270
0,0,0,0,0,0,275
0,0,0,0,0,0,276
0,0,0,0,0,0,278
0,0,0,0,0,0,279
1,0,0,0,0,0,282
0,1,0,0,0,0,283
0,0,0,0,0,0,286
3,3,3,2,3,2,289
1,1,0,1,0,0,292
1,1,0,1,0,0,295
1,2,0,4,1,0,330
3,1,0,1,1,0,344
0,0,0,0,0,3,347
2,0,3,1,1,0,349
1,1,0,2,1,1,361
0,0,0,0,0,3,370
