RD,AC,RL,AL,LL,GL,edgeID
1,1,1,1,1,3,0
0,0,0,0,0,0,1
2,0,1,0,1,0,3
2,0,1,0,1,0,4
0,0,0,0,0,0,5
0,0,0,0,0,0,8
1,1,1,1,1,3,11
0,0,0,0,0,0,14
0,0,2,0,0,0,20
0,0,0,0,0,1,21
0,0,2,0,0,1,22
2,0,1,0,1,0,24
8,1,5,2,4,0,25
2,0,1,0,1,0,26
8,1,5,2,4,0,27
22,3,9,3,9,2,30
25,5,11,5,10,3,31
3,2,2,2,1,5,32
1,0,1,0,1,0,33
0,0,2,0,0,0,34
1,0,1,0,1,0,35
2,0,3,1,1,1,37
2,0,3,1,1,0,38
2,0,1,0,0,0,41
2,4,2,3,2,2,42
2,4,2,3,2,3,43
3,0,1,0,2,0,55
2,0,1,0,2,0,56
1,0,0,0,0,0,57
1,0,0,0,1,0,59
0,0,0,0,0,0,65
1,0,1,0,0,0,66
1,0,1,0,0,0,67
0,0,2,0,0,0,68
0,0,0,0,0,0,69
0,0,2,0,0,0,70
0,0,2,0,0,0,74
0,0,0,0,0,0,75
1,0,1,0,0,0,78
2,2,4,5,4,0,90
1,0,0,0,1,0,92
1,0,2,0,1,0,94
0,0,0,0,0,0,107
0,0,0,0,0,3,108
0,0,0,0,0,0,112
0,0,0,0,0,0,119
1,0,0,0,1,0,121
0,0,0,0,1,2,123
0,0,4,0,1,0,124
0,0,0,0,0,0,129
0,0,0,0,0,0,130
1,0,0,1,1,0,135
1,0,0,1,1,0,136
2,7,11,18,7,3,142
0,0,0,0,1,0,143
2,7,11,18,8,3,144
0,0,0,0,1,0,153
0,0,0,0,0,0,154
0,0,0,0,1,0,155
0,0,0,0,1,0,167
0,0,0,0,0,0,168
0,0,0,0,0,0,169
0,0,0,0,0,0,170
0,0,0,0,0,0,172
0,0,0,0,0,0,174
0,0,0,1,0,3,181
0,0,0,1,0,3,182
0,0,0,0,0,0,190
0,0,0,0,0,0,191
0,0,1,0,0,0,195
0,0,0,0,0,0,196
0,0,1,0,0,0,197
1,0,0,0,0,0,198
4,1,4,5,3,0,202
1,0,4,2,3,2,205
1,0,3,1,3,2,206
0,0,1,1,0,2,207
2,0,5,0,0,1,208
1,0,5,0,0,1,209
1,8,2,6,2,9,211
0,5,0,3,1,8,213
0,0,0,0,0,0,226
5,2,2,10,2,0,227
5,2,2,10,2,0,228
0,0,0,0,0,0,239
0,0,0,0,0,0,240
0,0,0,0,0,0,241
0,0,0,0,0,0,243
0,0,5,0,2,0,245
0,0,1,0,2,0,246
0,0,4,0,0,0,247
0,0,0,0,0,0,251
0,0,2,0,0,0,252
0,0,2,0,0,0,253
4,0,5,2,5,0,264
2,1,3,2,2,5,268
2,1,1,2,2,5,269
0,0,2,0,0,0,270
1,0,0,0,0,0,275
0,0,0,0,0,0,276
0,0,0,0,0,0,278
0,0,0,0,0,0,279
1,1,1,2,1,0,282
0,0,0,0,0,0,283
0,0,0,0,0,0,286
2,1,2,0,1,0,289
1,1,1,0,1,1,292
0,1,0,0,0,1,295
0,2,0,2,1,0,330
3,0,1,0,0,1,344
0,0,0,0,0,1,347
0,0,4,0,0,2,349
1,4,1,4,3,0,361
0,0,1,0,0,1,370
1,4,2,4,3,1,373
0,0,0,0,0,0,381
2,7,12,17,8,3,390
1,3,2,3,4,8,393
2,0,4,0,1,0,398
1,0,4,0,1,0,416
1,0,1,0,1,1,423
0,0,1,0,0,1,426
0,0,1,0,0,3,444
0,1,0,1,0,7,450
1,0,0,0,0,0,456
2,0,0,0,0,0,457
1,0,0,0,0,0,458
0,2,1,4,1,0,463
0,0,0,0,0,0,466
0,0,0,0,0,0,467
0,0,0,0,0,0,469
1,0,0,0,0,11,476
