RD,AC,RL,AL,LL,GL,edgeID
0,0,0,1,0,3,0
0,0,0,0,0,0,1
1,0,2,0,2,1,3
2,1,3,1,3,0,4
0,0,0,0,0,0,5
0,0,2,0,0,0,8
0,0,0,1,0,3,11
0,1,0,0,0,0,14
0,0,1,0,0,0,20
0,0,0,0,0,1,21
0,0,1,0,0,1,22
3,1,2,0,2,0,24
4,3,3,2,2,0,25
3,0,2,0,2,0,26
4,4,3,2,2,0,27
7,1,5,2,4,0,30
7,1,4,2,3,4,31
0,0,1,0,1,4,32
3,0,0,0,3,0,33
1,0,1,0,3,0,34
2,0,1,0,0,0,35
0,1,3,0,0,0,37
1,0,4,1,1,0,38
0,0,0,0,0,1,41
0,1,0,0,0,0,42
0,1,0,0,0,0,43
6,0,6,1,5,0,55
1,0,4,0,2,0,56
5,0,2,1,3,0,57
1,0,0,0,0,0,59
0,0,0,0,0,0,65
0,0,0,0,0,0,66
0,0,0,0,0,0,67
0,0,6,0,1,0,68
0,0,0,0,0,0,69
0,0,6,0,1,0,70
0,0,4,0,0,0,74
0,0,4,0,1,0,75
0,0,4,0,1,0,78
1,1,2,3,2,0,90
1,0,2,1,1,0,92
1,0,4,1,1,0,94
1,0,1,0,1,0,107
0,0,0,0,0,9,108
0,0,1,0,0,1,112
0,0,1,0,0,0,119
1,0,1,1,1,0,121
0,0,0,0,0,2,123
2,0,4,1,2,1,124
0,0,1,0,0,0,129
0,0,0,0,0,0,130
3,0,0,0,2,0,135
3,0,0,0,2,0,136
7,11,13,16,15,3,142
1,0,1,0,0,0,143
8,11,14,16,15,3,144
1,0,1,0,0,0,153
0,0,0,0,0,0,154
1,0,1,0,0,0,155
1,0,1,0,0,0,167
0,0,0,0,0,0,168
0,0,0,0,0,0,169
0,0,0,0,0,0,170
0,0,0,0,0,0,172
0,0,0,0,0,0,174
0,0,0,0,0,4,181
0,0,0,0,0,4,182
0,0,0,0,0,0,190
0,0,0,0,0,0,191
1,0,1,0,1,0,195
1,0,1,0,1,0,196
0,0,0,0,0,0,197
1,1,2,0,0,0,198
4,6,6,8,5,0,202
0,0,4,3,5,1,205
0,0,3,2,5,0,206
0,0,1,1,0,1,207
2,0,5,1,2,1,208
2,0,5,1,2,1,209
1,3,1,1,1,4,211
0,2,0,0,0,5,213
0,0,0,0,0,0,226
2,6,3,11,3,0,227
2,6,3,11,3,0,228
0,0,0,0,0,0,239
0,0,1,0,1,0,240
0,0,1,0,1,0,241
1,1,1,1,1,0,243
1,0,3,0,3,1,245
0,0,1,0,2,0,246
0,1,3,1,0,0,247
0,0,0,0,0,0,251
0,0,2,1,0,0,252
0,0,2,1,0,0,253
3,0,1,1,6,0,264
0,1,3,2,2,1,268
1,1,1,2,2,1,269
1,0,2,0,0,0,270
0,0,0,0,0,0,275
0,0,0,0,0,0,276
0,0,4,1,1,0,278
0,0,4,1,1,0,279
0,1,0,1,0,0,282
1,0,1,0,0,0,283
0,0,5,1,2,0,286
2,3,3,2,3,0,289
0,1,0,0,0,0,292
2,2,1,1,1,0,295
0,0,0,3,0,0,330
1,0,0,0,0,1,344
0,0,0,0,0,2,347
2,0,4,1,2,2,349
1,1,1,0,0,0,361
0,0,0,0,0,1,370
1,1,1,0,0,1,373
0,0,0,0,0,0,381
7,11,13,16,15,5,390
1,1,1,0,0,5,393
1,0,1,0,2,0,398
2,1,3,1,1,1,416
0,1,0,1,0,1,423
0,0,0,1,0,0,426
1,0,0,0,0,1,444
0,0,0,0,0,2,450
0,0,0,0,0,0,456
1,1,4,1,1,1,457
1,1,4,1,1,1,458
0,0,0,0,0,0,463
0,0,0,0,0,0,466
0,0,0,0,0,0,467
0,0,0,0,0,0,469
0,0,0,0,1,5,476
6,34,5,16,3,17,494
0,0,0,0,0,0,502
0,0,0,0,0,0,503
0,0,0,11,0,9,512
1,0,14,0,1,0,513
1,0,14,11,1,9,514
0,0,4,0,3,2,516
0,0,1,0,0,4,528
0,0,1,0,0,1,532
0,0,7,0,1,1,533
0,0,6,0,1,0,534
1,0,14,0,2,0,536
0,0,0,0,1,0,537
1,0,0,0,0,3,550
1,0,2,0,0,10,551
0,0,2,0,0,7,552
0,0,0,0,0,7,553
0,0,2,0,0,0,554
1,0,2,5,3,2,559
0,0,0,0,0,0,572
2,0,5,1,2,1,573
0,0,7,0,2,1,575
0,0,0,0,1,0,576
0,2,1,1,1,0,578
0,2,5,1,1,4,579
0,0,6,0,0,4,580
0,0,0,0,0,1,583
2,0,4,0,1,0,585
0,0,0,0,0,0,588
1,0,1,1,1,0,591
1,0,0,0,1,2,595
1,0,5,1,1,1,607
1,0,1,1,1,3,608
2,1,0,1,0,1,610
3,1,0,1,0,0,611
1,0,0,0,0,1,612
0,0,0,0,0,0,616
0,0,0,0,0,0,617
0,0,0,0,0,0,618
2,0,2,0,6,0,619
4,0,8,3,10,0,620
2,0,6,3,4,0,621
0,0,0,0,0,0,622
0,0,0,0,0,0,624
0,0,0,0,0,0,625
2,0,0,1,0,0,630
1,1,0,1,0,0,631
3,1,0,1,0,0,632
1,1,1,0,1,0,633
1,1,1,0,1,0,634
0,0,0,0,0,0,635
2,0,1,0,5,0,636
0,0,0,0,0,0,639
0,0,0,0,0,0,640
0,0,0,0,0,0,641
0,0,0,0,0,0,643
0,0,0,0,0,0,645
0,0,0,0,0,0,646
0,0,0,0,0,0,648
0,0,0,0,0,0,650
