RD,AC,RL,AL,LL,GL,edgeID
0,3,0,1,1,5,0
1,1,1,0,1,0,1
0,0,0,0,0,1,3
1,1,0,1,1,0,4
0,0,1,0,0,0,5
0,0,2,0,0,0,8
0,3,0,2,1,4,11
0,0,0,0,0,0,14
0,0,2,0,0,0,20
0,0,0,0,0,0,21
0,0,2,0,0,0,22
0,0,1,1,1,0,24
5,1,2,1,4,0,25
0,0,1,0,2,0,26
5,1,2,0,3,0,27
19,4,6,4,5,0,30
20,4,6,4,7,1,31
3,0,0,0,2,1,32
4,0,0,0,3,0,33
4,1,2,0,3,0,34
1,0,3,1,1,1,35
0,0,5,0,0,0,37
0,0,5,0,0,0,38
2,0,2,1,2,0,41
0,1,0,0,0,3,42
0,1,0,1,0,1,43
4,0,4,1,3,0,55
2,0,1,1,0,0,56
2,0,3,0,3,0,57
2,1,1,1,1,2,59
0,0,1,0,0,0,65
0,0,0,0,0,1,66
0,0,1,0,0,1,67
0,0,6,0,1,0,68
0,0,1,0,0,0,69
0,0,7,0,1,0,70
0,0,4,0,0,0,74
0,0,3,0,1,0,75
0,0,3,0,1,1,78
1,3,1,1,2,0,90
0,0,0,0,0,0,92
0,0,4,0,0,0,94
0,0,0,0,0,0,107
0,0,0,0,0,8,108
0,1,0,0,0,1,112
0,0,0,0,0,0,119
0,0,0,0,0,0,121
1,0,0,0,0,1,123
1,1,2,0,1,1,124
0,0,0,0,0,0,129
0,0,0,0,0,0,130
2,0,0,0,2,0,135
2,0,0,0,2,0,136
2,4,9,19,9,2,142
0,0,0,0,0,0,143
2,4,9,19,9,2,144
0,0,0,0,0,0,153
0,0,0,0,0,0,154
0,0,0,0,0,0,155
0,0,0,0,0,0,167
0,0,0,0,0,0,168
0,0,0,0,0,0,169
0,0,0,0,0,0,170
0,0,0,0,0,0,172
0,0,0,0,0,0,174
0,0,0,1,0,2,181
0,0,0,1,0,2,182
0,0,1,0,1,0,190
0,0,1,0,1,0,191
0,0,2,0,2,0,195
0,0,2,0,2,0,196
0,0,0,0,0,0,197
0,0,1,0,1,1,198
5,6,2,9,7,0,202
1,1,2,1,2,2,205
1,0,2,0,2,0,206
0,1,0,1,0,2,207
1,1,2,0,1,1,208
1,1,2,0,1,1,209
1,3,0,0,0,8,211
0,3,0,0,0,8,213
0,0,0,0,0,0,226
2,5,0,4,0,0,227
2,5,0,4,0,0,228
0,0,0,0,0,0,239
0,0,0,0,0,0,240
0,0,0,0,0,0,241
0,0,0,0,0,0,243
1,0,4,1,3,0,245
1,0,3,1,3,0,246
0,0,1,0,0,0,247
0,0,0,0,0,0,251
0,0,2,1,0,0,252
0,0,2,1,0,0,253
5,0,1,0,4,0,264
0,2,0,1,0,1,268
0,2,1,1,0,2,269
0,0,1,0,0,1,270
1,0,0,0,1,0,275
0,0,0,0,0,0,276
0,0,2,0,0,0,278
0,0,2,0,0,0,279
0,3,0,0,0,0,282
1,3,2,2,2,0,283
0,0,2,0,0,0,286
2,0,0,1,0,0,289
0,0,0,0,0,0,292
0,1,0,0,0,0,295
0,2,0,3,0,0,330
0,0,0,0,0,0,344
0,0,0,0,0,1,347
1,1,2,0,1,1,349
2,2,3,3,4,0,361
0,0,0,0,0,0,370
2,2,3,3,4,0,373
0,0,0,0,0,0,381
2,4,9,19,9,3,390
2,3,3,2,4,11,393
2,0,5,1,4,0,398
2,1,4,1,3,1,416
1,0,1,0,0,0,423
0,0,2,2,1,0,426
2,0,0,1,0,1,444
0,1,0,1,0,7,450
0,0,0,0,0,0,456
2,2,5,2,1,0,457
2,2,5,2,1,0,458
0,0,0,0,0,0,463
0,0,2,0,0,0,466
0,0,2,0,0,0,467
0,0,0,0,0,0,469
0,0,0,0,0,8,476
2,27,0,16,1,27,494
0,0,0,0,0,0,502
0,0,0,0,1,0,503
0,0,1,7,0,9,512
0,0,13,0,0,0,513
0,0,14,7,0,9,514
1,0,5,0,0,2,516
0,0,0,0,0,3,528
0,0,0,0,0,0,532
0,0,2,0,0,0,533
0,0,2,0,0,0,534
0,0,13,0,0,0,536
0,0,0,0,0,0,537
1,0,1,0,0,3,550
1,0,4,0,0,10,551
0,0,3,0,0,7,552
0,0,0,0,0,7,553
0,0,3,0,0,0,554
0,0,0,2,2,2,559
0,0,0,0,0,0,572
1,1,2,0,1,1,573
0,0,2,0,0,0,575
0,0,0,0,0,0,576
1,2,1,2,1,1,578
0,2,10,2,1,6,579
1,0,9,0,0,5,580
0,0,0,0,0,1,583
1,1,4,1,7,0,585
0,0,0,0,0,0,588
0,1,2,0,0,0,591
0,0,0,0,1,4,595
2,1,0,0,4,1,607
1,1,9,0,4,4,608
1,1,1,0,0,0,610
4,1,1,0,0,0,611
3,0,0,0,0,0,612
0,0,0,0,0,0,616
0,0,0,0,0,0,617
0,0,0,0,0,0,618
0,0,4,0,2,0,619
2,0,5,2,4,0,620
2,0,1,2,2,0,621
0,0,0,0,0,0,622
0,0,2,1,1,0,624
0,0,2,1,1,0,625
1,0,2,2,1,0,630
1,1,0,0,0,0,631
2,1,0,0,0,0,632
3,4,2,1,2,2,633
2,3,1,0,1,0,634
0,0,0,0,0,1,635
1,0,1,0,3,0,636
0,0,0,0,0,0,639
0,0,0,1,0,0,640
0,0,0,1,0,0,641
0,0,0,0,0,1,643
1,1,1,0,1,0,645
0,0,0,1,0,0,646
0,0,1,1,1,0,648
0,0,1,0,0,0,650
0,0,0,0,0,0,651
2,0,0,0,0,0,653
2,0,1,0,0,0,654
0,0,0,0,0,5,655
0,0,0,0,0,0,658
0,0,0,0,0,0,659
0,0,0,0,0,0,660
0,0,0,0,0,0,661
0,0,0,0,0,0,662
0,0,0,0,0,5,674
1,1,4,1,1,1,678
8,7,5,10,9,1,686
8,7,5,10,9,1,688
0,1,0,0,1,0,691
0,0,0,0,0,0,720
9,12,12,7,22,0,724
0,1,1,0,0,1,726
1,2,1,0,1,1,727
0,0,1,1,0,1,728
9,12,4,8,11,0,730
2,3,2,2,2,1,731
0,1,1,0,1,1,733
1,2,3,2,1,0,734
1,3,2,2,0,1,735
13,13,31,37,31,22,752
0,0,1,0,0,0,754
5,7,36,33,38,7,758
0,0,0,0,0,0,787
4,1,4,5,3,5,788
4,1,4,5,3,5,789
0,0,0,0,0,0,791
0,0,0,0,0,0,792
0,0,0,0,0,1,793
0,0,0,0,0,0,794
0,0,0,0,0,1,795
3,0,1,1,0,0,800
2,3,1,0,1,5,802
0,1,0,1,1,0,836
1,0,0,0,1,0,837
0,2,1,2,1,1,838
1,1,1,1,1,1,839
4,0,0,0,1,0,846
0,0,0,0,2,0,848
0,0,0,1,1,0,850
0,0,0,2,0,4,855
0,2,2,4,2,8,857
0,1,0,1,0,1,866
1,0,3,0,3,0,877
5,0,2,0,11,0,882
1,2,1,5,2,0,886
6,0,2,0,12,0,899
1,0,0,0,1,0,901
3,2,3,3,5,4,907
0,0,0,0,0,0,918
0,0,0,0,0,0,920
0,0,0,0,0,0,921
0,0,0,0,0,0,922
0,0,1,0,0,0,935
0,0,1,0,0,0,936
0,0,0,0,0,0,937
0,0,2,0,0,0,960
0,0,2,0,0,0,961
0,0,0,0,0,0,962
0,0,0,0,0,0,980
0,0,0,0,0,0,1032
1,0,2,2,2,0,1051
0,0,0,0,0,0,1052
1,0,2,2,2,0,1053
2,0,1,0,3,0,1060
0,0,0,0,0,1,1067
2,1,4,3,1,6,1070
2,0,0,0,0,0,1076
1,0,0,0,0,0,1077
1,0,0,0,0,0,1078
2,4,4,4,2,2,1080
0,0,0,0,0,0,1089
1,8,0,2,0,0,1090
1,9,0,3,0,0,1097
1,1,1,1,1,1,1111
0,0,0,0,0,0,1121
11,22,12,16,5,10,1126
0,0,1,0,1,0,1127
0,0,1,0,0,4,1129
0,0,0,0,0,4,1130
0,0,1,0,0,0,1131
1,0,0,0,1,0,1133
2,3,3,3,2,2,1134
0,0,0,0,0,0,1139
0,0,0,0,0,0,1140
0,0,0,0,0,0,1141
0,0,0,0,0,0,1145
0,0,0,0,0,2,1146
0,0,0,0,0,2,1147
1,0,0,0,0,4,1153
0,2,1,0,0,0,1154
2,0,0,0,1,5,1155
0,1,2,1,0,4,1156
0,0,1,2,1,1,1160
0,0,1,2,1,5,1161
0,0,0,0,0,6,1162
0,0,2,0,0,0,1165
2,0,1,0,0,0,1184
7,12,3,7,10,0,1188
0,0,1,0,0,0,1189
7,12,4,7,10,0,1190
0,0,0,0,1,0,1192
0,0,1,0,1,0,1193
0,0,0,0,0,0,1195
0,0,0,0,0,0,1196
0,0,0,0,0,0,1197
0,0,0,0,0,0,1199
0,0,0,0,0,0,1200
0,0,2,0,1,0,1201
0,4,4,2,1,0,1202
0,4,2,2,2,0,1203
2,17,2,5,2,1,1204
1,0,0,0,1,0,1205
3,17,2,5,1,1,1207
0,0,0,0,0,2,1218
1,1,1,1,1,2,1227
0,0,0,0,0,0,1253
0,0,0,0,0,0,1254
0,0,0,0,0,0,1256
0,2,0,0,0,9,1289
1,3,0,0,0,9,1290
1,1,0,0,0,0,1291
0,0,6,0,0,0,1299
0,0,6,0,0,0,1300
2,7,3,9,2,1,1303
0,0,1,0,0,0,1313
0,0,6,0,0,0,1314
0,0,7,0,0,0,1315
6,0,3,0,5,0,1328
5,2,5,6,7,0,1329
3,1,2,5,3,0,1330
2,1,3,1,4,0,1331
3,0,2,0,3,0,1335
0,0,0,0,0,0,1337
3,0,2,0,3,0,1338
1,0,25,2,8,0,1340
4,1,2,1,3,0,1343
0,0,0,0,0,0,1349
0,0,0,0,0,0,1350
0,0,0,0,0,0,1351
8,1,6,4,8,0,1352
15,1,14,4,16,1,1353
7,0,14,0,14,1,1354
4,27,1,10,3,4,1358
0,0,0,0,0,0,1359
4,27,1,10,3,4,1360
2,0,0,0,0,0,1377
2,0,0,0,0,0,1378
0,0,0,0,0,0,1418
0,0,0,0,0,0,1419
0,2,0,1,0,0,1423
2,0,2,0,1,0,1444
0,0,0,0,0,10,1448
1,1,0,1,0,10,1449
1,0,8,0,1,0,1453
1,0,8,0,1,0,1454
0,0,0,0,0,0,1459
0,0,1,0,1,0,1463
0,0,0,0,0,0,1464
0,0,0,0,0,0,1465
3,2,3,1,2,0,1469
1,1,0,1,1,0,1473
1,2,1,1,0,0,1474
0,1,1,0,1,0,1475
1,0,0,0,0,0,1476
0,0,0,0,0,0,1481
1,0,0,0,2,0,1484
0,0,0,0,0,0,1489
0,0,0,0,0,0,1490
0,0,0,0,0,0,1491
1,0,0,0,2,0,1492
1,0,0,0,2,0,1493
2,0,2,0,3,0,1495
2,1,2,1,1,0,1497
1,1,0,1,0,0,1498
0,0,0,0,0,1,1503
0,0,0,0,0,0,1505
2,0,7,2,3,45,1508
9,8,20,18,21,2,1509
2,6,3,7,3,1,1523
1,0,0,0,1,1,1526
0,0,0,0,0,0,1532
