edgeID,RD,AC,RL,AL,LL,GL
11408,0,0,0,0,0,0
11409,0,0,0,0,0,0
11410,0,0,0,0,0,0
11411,0,0,0,0,0,0
11413,0,0,0,1,0,0
11415,0,0,0,0,0,0
11416,0,0,0,0,0,0
11417,0,0,0,0,0,0
11429,0,0,0,0,0,0
11430,0,0,0,0,0,0
11431,0,0,0,0,0,0
11436,0,0,0,0,0,0
11441,0,0,0,0,0,0
11442,0,0,0,0,0,0
11443,0,0,0,0,0,0
11444,0,0,0,0,0,0
11449,0,0,0,0,0,0
11450,0,0,0,0,0,0
11453,0,0,0,0,0,0
11454,0,0,0,0,0,0
11456,0,0,0,0,0,0
11457,0,0,0,0,0,0
11458,0,0,0,0,0,0
11461,0,0,0,0,0,0
11462,0,0,0,0,0,0
11463,0,0,0,0,0,0
11465,0,0,0,0,0,0
11466,0,0,0,0,0,0
11471,0,0,0,0,0,0
11477,0,0,0,0,0,0
11478,0,0,0,0,0,0
11479,0,0,0,0,0,0
11481,0,0,0,0,0,0
11494,0,0,0,0,0,0
11497,0,0,0,0,0,0
11498,0,0,0,0,0,0
11499,0,0,0,0,0,0
11500,0,0,0,0,0,0
11501,0,0,0,0,0,0
11502,0,0,0,0,0,0
11503,0,0,0,0,0,0
11505,0,0,0,0,0,0
11507,0,0,0,0,0,0
11513,0,0,0,0,0,0
11515,0,0,0,0,0,0
11519,0,0,0,0,0,0
11522,0,0,0,0,0,0
11523,0,0,0,0,0,0
11530,0,0,0,0,0,0
11532,0,0,0,0,0,0
11533,0,0,0,0,0,0
11534,0,0,0,0,0,0
11536,0,0,0,0,0,0
11538,0,0,0,0,0,0
11539,0,0,0,0,0,0
11540,0,0,0,0,0,0
11541,0,0,0,0,0,0
11544,0,0,0,0,0,0
11545,0,0,0,0,0,0
11546,0,0,0,0,0,0
11547,0,0,0,0,0,0
11548,0,0,0,0,0,0
11549,0,0,0,0,0,0
11550,0,0,0,0,0,0
11551,0,0,0,0,0,0
11552,0,0,0,0,0,0
11556,0,0,0,0,0,0
11558,0,0,0,0,0,0
11559,0,0,0,0,0,0
11562,0,0,0,0,0,0
11563,0,0,0,0,0,0
11566,0,0,0,0,0,0
11567,0,0,0,0,0,0
11569,0,0,0,0,0,0
11570,0,0,0,0,0,0
11571,0,0,0,0,0,0
11572,0,0,0,0,0,0
11573,0,0,0,0,0,0
11574,0,0,0,0,0,0
11576,0,0,0,0,0,0
11585,0,0,0,0,0,0
11587,0,0,0,0,0,0
11588,0,0,0,0,0,0
11589,0,0,0,0,0,0
11590,0,0,0,0,0,0
11591,0,0,0,0,0,0
11592,0,0,0,0,0,0
11593,0,0,0,0,0,0
11594,0,0,0,0,0,0
11596,0,0,0,0,0,0
11597,0,0,0,0,0,0
11599,0,0,0,0,0,0
11600,0,0,0,0,0,0
11601,0,0,0,0,0,0
11602,0,0,0,0,0,0
11603,0,0,0,0,0,0
11605,0,0,0,0,0,0
11606,0,0,0,0,0,0
11607,0,0,0,0,0,0
11609,0,0,0,0,0,0
11611,0,0,0,0,0,0
11613,0,0,0,0,0,0
11615,0,0,0,0,0,0
11616,0,0,0,0,0,0
11617,0,0,0,0,0,0
11619,0,0,0,0,0,0
11620,0,0,0,0,0,0
11621,0,0,0,0,0,0
11629,0,0,0,0,0,0
11632,0,0,0,0,0,0
11633,0,0,0,0,0,0
11635,0,0,0,0,0,0
11636,0,0,0,0,0,0
11638,0,0,0,0,0,0
11639,0,0,0,0,0,0
11653,0,0,0,0,0,0
11662,0,0,0,0,0,0
11664,0,0,0,0,0,0
11665,0,0,0,0,0,0
11677,0,0,0,0,0,0
11678,0,0,0,0,0,0
11683,0,0,0,0,0,0
11686,0,0,0,0,0,0
11687,0,0,0,0,0,0
11688,0,0,0,0,0,0
11693,0,0,0,0,0,0
11694,0,0,0,0,0,0
11708,0,0,0,0,0,0
11709,0,0,0,0,0,0
11710,0,0,0,0,0,0
11718,0,0,0,0,0,0
11731,0,0,0,0,0,0
11732,0,0,1,0,0,0
11733,0,0,1,0,0,0
11735,0,0,0,0,0,0
11736,0,0,0,0,0,0
11742,0,0,0,0,0,0
11743,0,0,0,0,0,0
11744,0,0,0,0,0,0
11757,0,0,0,0,0,0
11758,0,0,0,0,0,0
11759,0,0,0,0,0,0
11764,0,0,0,0,0,0
11765,0,0,0,0,0,0
11771,0,0,0,0,0,0
11772,0,0,0,0,0,0
11773,0,0,0,0,0,0
11783,0,0,0,0,0,0
11787,0,0,0,0,0,0
11800,0,0,0,0,0,0
11804,0,0,0,0,0,0
11809,0,0,0,0,0,0
11817,0,0,0,0,0,0
11821,0,0,0,0,0,0
11822,0,0,0,0,0,0
11823,0,0,0,0,0,0
11824,0,0,0,0,0,0
11831,0,0,0,0,0,0
11875,0,0,0,0,0,0
11876,0,0,0,0,0,0
11877,0,0,0,0,0,0
11908,0,0,0,0,0,0
11909,0,0,0,0,0,0
11910,0,0,0,0,0,0
11915,0,0,0,0,0,0
11939,0,0,0,0,0,0
11940,0,0,0,0,0,0
11941,0,0,0,0,0,0
11942,0,0,0,0,0,0
11944,0,0,0,0,0,0
11964,0,0,0,0,0,0
11966,0,0,0,0,0,0
11967,0,0,0,0,0,0
11973,0,0,0,0,0,0
11976,0,0,0,0,0,0
11977,0,0,0,0,0,0
11978,0,0,0,0,0,0
11979,0,0,0,0,0,0
11983,0,0,0,0,0,0
11984,0,0,0,0,0,0
11985,0,0,0,0,0,0
11986,0,0,0,0,0,0
11990,0,0,0,0,0,0
11991,0,0,0,0,0,0
11992,0,0,0,0,0,0
11994,0,0,0,0,0,0
12008,0,0,0,0,0,0
12014,0,0,0,0,0,0
12019,0,0,0,0,0,0
12025,0,0,0,0,0,0
12026,0,0,0,0,0,0
12027,0,0,0,0,0,0
12030,0,0,0,0,0,0
12032,0,0,0,0,0,0
12033,0,0,0,0,0,0
12048,0,0,0,0,0,0
12051,0,0,0,0,0,0
12053,0,0,0,0,0,0
12093,0,0,0,0,0,0
12094,0,0,0,0,0,0
12095,0,0,0,0,0,0
12120,0,0,0,0,0,0
12121,0,0,0,0,0,0
12122,0,0,0,0,0,0
12123,0,0,0,0,0,0
12124,0,0,0,0,0,0
12126,0,0,0,0,0,0
12127,0,0,0,0,0,0
12128,0,0,0,0,0,0
12129,0,0,0,0,0,0
12132,0,0,0,0,0,0
12134,0,0,0,0,0,0
12135,0,0,0,0,0,0
12145,0,0,0,0,0,0
12151,0,0,0,0,0,0
12155,0,0,0,0,0,0
12156,0,0,0,0,0,0
12157,0,0,0,0,0,0
12159,0,0,0,0,0,0
12160,0,0,0,0,0,0
12175,0,0,0,0,0,0
12176,0,0,0,0,0,0
12177,0,0,0,0,0,0
12178,0,0,0,0,0,1
12183,0,0,0,0,0,0
12184,0,0,0,0,0,0
12199,0,0,0,0,0,0
12225,0,0,0,0,0,0
12226,0,0,0,0,0,0
12227,0,0,0,0,0,0
12228,0,0,0,0,0,0
12230,0,0,0,0,0,0
12231,0,0,0,0,0,0
12232,0,0,0,0,0,0
12233,0,0,0,0,0,0
12249,0,0,0,0,0,0
12253,0,0,0,0,0,0
12254,0,0,0,0,0,0
12255,0,0,0,0,0,0
12264,0,0,0,0,0,0
12265,0,0,0,0,0,0
12266,0,0,0,0,0,0
12267,0,0,0,0,0,0
12268,0,0,0,0,0,0
12281,0,0,0,0,0,0
12283,0,0,0,0,0,0
12284,0,0,0,0,0,0
12298,0,0,0,0,0,0
12299,0,0,0,0,0,0
12300,0,0,0,0,0,0
12302,0,0,0,0,0,0
12305,0,0,0,0,0,0
12307,0,0,0,0,0,0
12331,0,0,0,0,0,0
12349,0,0,0,0,0,0
12350,0,0,0,0,0,0
12373,0,0,0,0,0,0
12374,0,0,0,0,0,0
12376,0,0,0,0,0,0
12377,0,0,0,0,0,0
12378,0,0,0,0,0,0
12380,0,0,0,0,0,0
12381,0,0,0,0,0,0
12382,0,0,0,0,0,0
12388,0,0,0,0,0,0
12390,0,0,0,0,0,0
12391,0,0,0,0,0,0
12395,0,0,0,0,0,0
12402,0,0,0,0,0,0
12405,0,0,0,0,0,0
12406,0,0,0,0,0,0
12407,0,0,0,0,0,0
12409,0,0,0,0,0,0
12412,0,0,0,0,0,0
12415,0,0,0,0,0,0
12418,0,0,0,0,0,0
12421,0,0,0,0,0,0
12422,0,0,0,0,0,0
12423,0,0,0,0,0,0
12425,0,0,0,0,0,0
12427,0,0,0,0,0,0
12428,0,0,0,0,0,0
12429,0,0,0,0,0,0
12430,0,0,0,0,0,0
12449,0,0,0,0,0,0
12467,0,0,0,0,0,0
12474,0,0,0,0,0,0
12475,0,0,0,0,0,0
12476,0,0,0,0,0,0
12478,0,0,0,0,0,0
12481,0,0,0,0,0,0
12483,0,0,0,0,0,0
12488,0,0,0,0,0,0
12497,0,0,0,0,0,0
12533,0,0,0,0,0,0
12534,0,0,0,0,0,0
12542,0,0,0,0,0,0
12556,0,0,0,0,0,0
12565,0,0,0,0,0,0
12566,0,0,0,0,0,0
12567,0,0,0,0,0,0
12571,0,0,0,0,0,0
12572,0,0,0,0,0,0
12573,0,0,0,0,0,0
12583,0,0,0,0,0,0
12584,0,0,0,0,0,0
12597,0,0,0,0,0,0
12598,0,0,0,0,0,0
12610,0,0,0,0,0,0
12614,0,0,0,0,0,0
12615,0,0,0,0,0,0
12616,0,0,0,0,0,0
12631,0,0,0,0,0,0
12636,0,0,0,0,0,0
12645,0,0,0,0,0,0
12647,0,0,0,0,0,0
12663,0,0,0,0,0,0
12668,0,0,0,0,0,0
12679,0,0,0,0,0,0
12685,0,0,0,0,0,0
12689,0,0,0,0,0,0
12711,0,0,0,0,0,0
12713,0,0,0,0,0,0
12716,0,0,0,0,0,0
12731,0,0,0,0,0,0
12732,0,0,0,0,0,0
12733,0,0,0,0,0,0
12750,0,0,0,0,0,0
12752,0,0,0,0,0,0
12764,0,0,0,0,0,0
12778,0,0,0,0,0,0
12779,0,0,0,0,0,0
12780,0,0,0,0,0,0
12781,0,0,0,0,0,0
12782,0,0,0,0,0,0
12783,0,0,0,0,0,0
12784,0,0,0,0,0,0
12785,0,0,0,0,0,0
12786,0,0,0,0,0,0
12787,0,0,0,0,0,0
12810,0,0,0,0,0,0
12812,0,0,0,0,0,0
12817,0,0,0,0,0,0
12819,0,0,0,0,0,0
12820,0,0,0,0,0,0
12821,0,0,0,0,0,0
12829,0,0,0,0,0,0
12830,0,0,0,0,0,0
12833,0,0,0,0,0,0
12854,0,0,0,1,1,0
12856,0,0,0,0,0,0
12859,0,0,0,0,0,0
12861,0,0,0,0,0,0
12867,0,0,0,0,0,0
12869,0,0,0,0,0,0
12875,0,0,0,0,0,0
12876,0,0,0,0,0,0
12883,0,0,0,0,0,0
12885,0,0,0,0,0,0
12887,1,0,0,0,0,0
12890,0,0,0,0,0,0
12892,0,0,0,0,0,0
12893,0,0,0,0,0,0
12906,0,0,0,0,0,0
12925,0,0,0,0,0,0
12926,0,0,0,0,0,0
12933,0,0,0,0,0,0
12934,0,0,0,0,0,0
12935,0,0,0,0,0,0
12937,0,0,0,0,0,0
12939,0,0,0,0,0,0
12942,0,0,0,0,0,0
12944,0,0,0,0,0,0
12955,0,0,0,0,0,0
12957,0,0,0,0,0,0
12959,0,0,0,0,0,0
12964,0,0,0,0,0,0
12977,0,0,0,0,0,0
12984,0,0,0,0,0,0
13000,0,0,0,0,0,0
13004,0,0,0,0,0,0
13030,0,0,0,0,0,0
13036,0,0,0,0,0,0
13038,0,0,0,0,0,0
13039,0,0,0,0,0,0
13040,0,0,0,0,0,0
13041,0,0,0,0,0,0
13045,0,0,0,0,0,0
13046,0,0,0,0,0,0
13047,0,0,0,0,0,0
13057,0,0,0,0,0,0
13063,0,0,0,0,0,0
13073,0,0,0,0,0,0
13074,0,0,0,0,0,0
13075,0,0,0,0,0,0
13076,0,0,0,0,0,0
13077,0,0,0,0,0,0
13078,0,0,0,0,0,0
13079,0,0,0,0,0,0
13083,0,0,0,0,0,0
13085,0,0,0,0,0,0
13089,0,0,0,0,0,0
13091,0,0,0,0,0,0
13101,0,0,0,0,0,0
13104,0,0,0,0,0,0
13108,0,0,0,0,0,0
13111,0,0,0,0,0,0
13112,0,0,0,0,0,0
13113,0,0,0,0,0,0
13120,0,0,0,0,0,0
13134,0,0,0,0,0,0
13136,0,0,0,0,0,0
13140,0,0,0,0,0,0
13143,0,0,0,0,0,0
13144,0,0,0,0,0,0
13145,1,0,1,0,0,0
13146,0,0,0,0,0,0
13147,1,0,1,0,0,0
13149,0,0,0,0,0,0
13150,0,0,1,0,1,0
13151,0,0,1,0,1,0
13152,0,0,0,0,0,0
13157,0,0,0,0,0,0
13159,0,0,0,0,0,0
13160,0,0,0,0,0,0
13163,0,0,0,0,0,0
13164,0,0,0,0,0,0
13165,0,0,0,0,0,0
13166,0,0,0,0,0,0
13167,0,0,0,0,0,0
13170,0,0,0,0,0,0
13171,0,0,0,0,0,0
13172,0,0,0,0,0,0
13179,0,0,0,0,0,0
13180,0,0,0,0,0,0
13181,0,0,0,0,0,0
13182,0,0,0,0,0,0
13186,0,0,0,0,0,0
13190,0,0,0,0,0,0
13204,0,0,0,0,0,0
13208,0,0,0,0,0,0
13215,1,0,1,0,1,0
13226,0,0,0,0,0,0
13227,0,0,0,0,0,0
13228,0,0,0,0,0,0
13229,0,0,0,0,0,0
13234,0,0,0,0,0,0
13235,0,0,0,0,0,0
13237,0,0,0,0,0,0
13239,0,0,0,0,0,0
13240,0,0,0,0,0,0
13242,0,0,0,0,0,0
13257,0,0,0,0,0,0
13265,0,0,0,0,0,0
13267,0,0,0,0,0,0
13268,0,0,0,0,0,0
13272,0,0,0,0,0,0
13273,0,0,0,0,0,0
13274,0,0,0,0,0,0
13279,0,0,0,0,0,0
13280,0,0,0,0,0,0
13286,0,0,0,0,0,0
13287,0,0,0,0,0,0
13288,0,0,0,0,0,0
13289,0,0,0,0,0,0
13290,0,0,0,0,0,0
13292,0,0,0,0,0,0
13293,0,0,0,0,0,0
13294,0,0,0,0,0,0
13296,0,0,0,0,0,0
13298,0,0,0,0,0,0
13299,0,0,0,0,0,0
13301,0,0,0,0,0,0
13302,0,0,0,0,0,0
13303,0,0,0,0,0,0
13305,0,0,0,0,0,0
13306,0,0,0,0,0,0
13307,0,0,0,0,0,0
13310,0,0,0,0,0,0
13311,0,0,0,0,0,0
13313,0,0,0,0,0,0
13315,0,0,0,0,0,0
13317,0,0,0,0,0,0
13318,0,0,0,0,0,0
13322,0,0,0,0,0,0
13323,0,0,0,0,0,0
13324,0,0,0,0,0,0
13328,0,0,0,0,0,0
13329,0,0,0,0,0,0
13331,0,0,0,0,0,0
13332,0,0,0,0,0,0
13333,0,0,0,0,0,0
13334,0,0,0,0,0,0
13339,0,0,0,0,0,0
13340,0,0,0,0,0,0
13341,0,0,0,0,0,0
13343,0,0,0,0,0,0
13353,0,0,0,0,0,0
13357,0,0,0,0,0,0
13360,0,0,0,0,0,0
13367,0,0,0,0,0,0
13370,0,0,0,0,0,0
13371,0,0,0,0,0,0
13376,0,0,0,0,0,0
13379,0,0,0,0,0,0
13380,0,0,0,0,0,0
13381,0,0,0,0,0,0
13389,0,0,0,0,0,0
13393,0,0,0,0,0,0
13397,0,0,0,1,0,1
13400,0,0,0,0,0,0
13401,0,0,0,0,0,0
13402,0,0,0,0,0,0
13403,0,0,0,0,0,0
13405,0,0,0,0,0,0
13413,0,0,0,0,0,0
13414,0,0,0,0,0,0
13417,0,0,0,0,0,0
13418,0,0,0,0,0,0
13420,0,0,0,0,0,0
13422,0,0,0,0,0,0
13423,0,0,0,0,0,0
13424,0,0,0,0,0,0
13425,0,0,0,0,0,0
13427,0,0,0,0,0,0
13428,0,0,0,0,0,0
13431,0,0,0,0,0,0
13437,0,0,0,0,0,0
13439,0,0,0,0,0,0
13440,0,0,0,0,0,0
13441,0,0,0,0,0,0
13443,0,0,0,0,0,0
13447,0,0,0,0,0,0
13457,0,0,0,0,0,0
13458,0,0,0,0,0,0
13465,0,0,0,0,0,0
13466,0,0,0,0,0,0
13475,0,0,0,0,0,0
13476,0,0,0,0,0,0
13484,0,0,0,0,0,0
13493,0,0,0,0,0,0
13497,0,0,0,0,0,0
13498,0,0,0,0,0,0
13499,0,0,0,0,0,0
13500,0,0,0,0,0,0
13501,0,0,0,0,0,0
13504,0,0,0,0,0,0
13505,0,0,0,0,0,0
13507,0,0,0,0,0,0
13508,0,0,0,0,0,0
13513,0,0,0,0,0,0
13514,0,0,0,0,0,0
13525,0,0,0,0,0,0
13526,0,0,0,0,0,0
13540,0,0,0,0,0,0
13544,0,0,0,0,0,0
13545,0,0,0,0,0,0
13546,0,0,0,0,0,0
13564,0,0,0,0,0,0
13565,0,0,0,0,0,0
13569,0,0,0,0,0,0
13572,0,0,0,0,0,0
13573,0,0,0,0,0,0
13574,0,0,0,0,0,0
13575,0,0,0,0,0,0
13576,0,0,0,0,0,0
13578,0,0,0,0,0,0
13585,0,0,0,0,0,0
13611,0,0,0,0,0,0
13612,0,0,0,0,0,0
13613,0,0,0,0,0,0
13650,0,0,0,0,0,0
13679,0,0,0,0,0,0
13681,0,0,0,0,0,0
13682,0,0,0,0,0,0
13683,0,0,0,0,0,0
13687,0,0,0,0,0,0
13694,0,0,0,0,0,0
13695,0,0,0,0,0,0
13699,0,0,0,0,0,0
13703,0,0,0,0,0,0
13706,0,0,0,0,0,0
13711,0,0,0,0,0,0
13713,0,0,0,0,0,0
13715,0,0,0,0,0,0
13726,0,0,0,0,0,0
13732,0,0,0,0,0,0
13733,0,0,0,0,0,0
13741,0,0,0,0,0,0
13742,0,0,0,0,0,0
13743,0,0,0,0,0,0
13751,0,0,0,0,0,0
13753,0,0,0,0,0,0
13761,0,0,0,0,0,0
13762,0,0,0,0,0,0
13763,0,0,0,0,0,0
13764,0,0,0,0,0,0
13765,0,0,0,0,0,0
13768,0,0,0,0,0,0
13770,0,0,0,0,0,0
13771,0,0,0,0,0,0
13772,0,0,0,0,0,0
13773,0,0,0,0,0,0
13774,0,0,0,0,0,0
13778,0,0,0,0,0,0
13779,0,0,0,0,0,0
13782,0,0,0,0,0,0
13787,0,0,0,0,0,0
13793,0,0,0,0,0,0
13795,0,0,0,0,0,0
13803,0,0,0,0,0,0
13804,0,0,0,0,0,0
13805,0,0,0,0,0,0
13814,0,0,0,0,0,0
13820,0,0,0,0,0,0
13823,0,0,0,0,0,0
13824,0,0,0,0,0,0
13833,0,0,0,0,0,0
13839,0,0,0,0,0,0
13840,0,0,0,0,0,0
13841,0,0,0,0,0,0
13855,0,0,0,0,0,0
13871,0,0,0,0,0,0
13876,0,0,0,0,0,0
13877,0,0,0,0,0,0
13878,0,0,0,0,0,0
13879,0,0,0,0,0,0
13880,0,0,0,0,0,0
13881,0,0,0,0,0,0
13882,0,0,0,0,0,0
13883,0,0,0,0,0,0
13884,0,0,0,0,0,0
13885,0,0,0,0,0,0
13891,0,0,0,0,0,0
13892,0,0,0,0,0,0
13897,0,0,0,0,0,0
13900,0,0,0,0,0,0
13901,0,0,0,0,0,0
13902,0,0,0,0,0,0
13903,0,0,0,0,0,0
13904,0,0,0,0,0,0
13907,0,0,0,0,0,0
13908,0,0,0,0,0,0
13910,0,0,0,0,0,0
13912,0,0,0,0,1,0
13916,0,0,0,0,1,0
13918,1,0,0,0,0,0
13922,0,0,0,0,0,0
13926,0,0,0,0,0,0
13937,0,0,0,0,0,0
13940,0,0,0,0,0,0
13941,0,0,0,0,0,0
13942,0,0,0,0,0,0
13947,0,0,0,0,0,0
13948,0,0,0,0,0,0
13962,0,0,0,0,0,0
13963,0,0,0,0,0,0
13968,0,0,0,0,0,0
13974,0,0,0,0,0,0
13975,0,0,0,0,0,0
13976,0,0,0,0,0,0
13977,0,0,0,0,0,0
13978,0,0,0,0,0,0
13981,0,0,0,0,0,0
13982,0,0,0,0,0,0
13987,0,0,0,0,0,0
14004,0,0,0,0,0,0
14005,0,0,0,0,0,0
14014,0,0,0,0,0,0
14015,1,0,0,0,0,0
14023,0,0,0,0,0,0
14024,0,0,0,0,0,0
14028,0,0,0,0,0,0
14031,0,0,0,0,0,0
14032,0,0,0,0,0,0
14034,0,0,0,0,0,0
14036,0,0,0,0,0,0
14044,0,0,0,0,0,0
14045,0,0,0,0,0,0
14046,0,0,0,0,0,0
14049,0,0,0,0,0,0
14051,0,0,0,0,0,0
14057,0,0,0,0,0,0
14058,0,0,0,0,0,0
14064,0,0,0,0,0,0
14065,0,0,0,0,0,0
14066,0,0,0,0,0,0
14067,0,0,0,0,0,0
14071,0,0,0,0,0,0
14087,0,0,0,0,0,0
14101,0,0,0,0,0,0
14102,0,0,0,0,0,0
14103,0,0,0,0,0,0
14139,0,0,0,0,0,0
14140,0,0,0,0,0,0
14141,0,0,0,0,0,0
14142,0,0,0,0,0,0
14144,0,0,0,0,0,0
14188,0,0,0,0,0,0
14189,0,0,0,0,0,0
14190,0,0,0,0,0,0
14193,0,0,0,0,0,0
14196,0,0,0,0,0,0
14197,0,0,0,0,0,0
14198,0,0,0,0,0,0
14202,0,0,0,0,0,0
14203,0,0,0,0,0,0
14204,0,0,0,0,0,0
14208,0,0,0,0,0,0
14235,0,0,0,0,0,0
14246,0,0,0,0,0,0
14247,0,0,0,0,0,0
14248,0,0,0,0,0,0
14265,0,0,0,0,0,0
14267,0,0,0,0,0,0
14272,0,0,0,0,0,0
14277,0,0,0,0,0,0
14279,0,0,0,0,0,0
14282,0,0,0,0,0,0
14283,0,0,0,0,0,0
14284,0,0,0,0,0,0
14285,0,0,0,0,0,0
14286,0,0,0,0,0,0
14287,0,0,0,0,0,0
14288,0,0,0,0,0,0
14298,0,0,0,0,0,0
14299,0,0,0,0,0,0
14300,0,0,0,0,0,0
14307,0,0,0,0,0,0
14313,0,0,0,0,0,0
14314,0,0,0,0,0,0
14315,0,0,0,0,0,0
14322,0,0,0,0,0,0
14324,0,0,0,0,0,0
14333,0,0,0,0,0,0
14336,0,0,0,0,0,0
14353,0,0,0,0,0,0
14369,0,0,0,0,0,0
14372,0,0,0,0,0,0
14373,0,0,0,0,0,0
14384,0,0,0,0,0,0
14385,0,0,0,0,0,0
14386,0,0,0,0,0,0
14397,0,0,0,0,0,0
14398,0,0,0,0,0,0
14399,0,0,0,0,0,0
14403,0,0,0,0,0,0
14404,0,0,0,0,0,0
14405,0,0,0,0,0,0
14436,0,0,0,0,0,0
14437,0,0,0,0,0,0
14440,0,0,0,0,0,0
14451,0,0,0,0,0,0
14454,0,0,0,0,0,0
14464,0,0,0,0,0,0
14469,0,0,0,0,0,0
14470,0,0,0,0,0,0
14471,0,0,0,0,0,0
14474,0,0,0,0,0,0
14475,0,0,0,0,0,0
14476,0,0,0,0,0,0
14479,0,0,0,0,0,0
14481,0,0,0,0,0,0
14482,0,0,0,0,0,0
14491,0,0,0,0,0,0
14492,0,0,0,0,0,0
14509,0,0,0,0,0,0
14510,0,0,0,0,0,0
14511,0,0,0,0,0,0
14552,0,0,0,0,0,0
14553,0,0,0,0,0,0
14554,0,0,0,0,0,0
14556,0,0,0,0,0,0
14558,0,0,0,0,0,0
14559,0,0,0,0,0,0
14560,0,0,0,0,0,0
14574,0,0,0,0,0,0
14575,0,0,0,0,0,0
14581,0,0,0,0,0,0
14590,0,0,0,0,0,0
14591,0,0,0,0,0,0
14592,0,0,0,0,0,0
14598,0,0,0,0,0,0
14614,0,0,0,0,0,0
14615,0,0,0,0,0,1
14616,0,0,0,0,0,1
14618,0,0,0,0,0,0
14627,0,0,0,0,0,0
14628,0,0,0,0,0,0
14629,0,0,0,0,0,0
14633,0,0,0,0,0,0
14635,0,0,0,0,0,0
14637,0,0,0,0,0,0
14640,0,0,0,0,0,0
14642,0,0,0,0,0,0
14656,0,0,0,0,0,0
14657,0,0,0,0,0,0
14658,0,0,0,0,0,0
14668,0,0,0,0,0,0
14669,0,0,0,0,0,0
14672,0,0,0,0,0,0
14673,0,0,0,0,0,0
14674,0,0,0,0,0,0
14676,0,0,0,0,0,0
14684,0,0,0,0,0,0
14695,0,0,0,0,0,0
14697,0,0,0,0,0,0
14700,0,0,0,0,0,0
14703,0,0,0,0,0,0
14710,0,0,0,0,0,0
14711,0,0,0,0,0,0
14715,0,0,0,0,0,0
14719,0,0,0,0,0,0
14720,0,0,0,0,0,0
14721,0,0,0,0,0,0
14723,0,0,0,0,0,0
14724,0,0,0,0,0,0
14726,0,0,0,0,0,0
14727,0,0,0,0,0,0
14728,0,0,0,0,0,0
14729,0,0,0,0,0,0
14741,0,0,0,0,0,0
14763,0,0,0,0,0,0
14765,0,0,0,0,0,0
14773,0,0,0,0,0,0
14774,0,0,0,0,0,0
14776,0,0,0,0,0,0
14803,0,0,0,0,0,0
14804,0,0,0,0,0,0
14805,0,0,0,0,0,0
14809,0,0,0,0,0,0
14811,0,0,0,0,0,0
14815,0,0,0,0,0,0
14816,0,0,0,0,0,0
14817,0,0,0,0,0,0
14818,0,0,0,0,0,0
14819,0,0,0,0,0,0
14820,0,0,0,0,0,0
14826,0,0,0,0,0,0
14832,0,0,0,0,0,0
14833,0,0,0,0,0,0
14836,0,0,0,0,0,0
14838,0,0,0,0,0,0
14839,0,0,0,0,0,0
14840,0,0,0,0,0,0
14844,0,0,0,0,0,0
14847,0,0,0,0,0,0
14849,0,0,0,0,0,0
14851,0,0,0,0,0,0
14855,0,0,0,0,0,0
14857,0,0,0,0,0,0
14860,0,0,0,0,0,0
14861,0,0,0,0,0,0
14862,0,0,0,0,0,0
14864,0,0,0,0,0,0
14869,0,0,0,0,0,0
14870,0,0,0,0,0,0
14871,0,0,0,0,0,0
14874,0,0,0,0,0,0
14888,0,0,0,0,0,0
14889,0,0,0,0,0,0
14890,0,0,0,0,0,0
14891,0,0,0,0,0,0
14892,0,0,0,0,0,0
14900,0,0,0,0,0,0
14903,0,0,0,0,0,0
14906,0,0,0,2,0,0
14907,0,0,0,2,0,0
14908,0,0,0,0,0,0
14917,0,0,0,0,0,0
14918,0,0,0,0,0,0
14933,0,0,0,0,0,0
14934,0,0,0,0,0,0
14935,0,0,0,0,0,0
15027,0,0,0,0,0,0
15037,0,0,0,0,0,0
15038,0,0,0,0,0,0
15039,0,0,0,0,0,0
15057,0,0,0,0,0,0
15058,0,0,0,0,0,0
15065,0,0,0,0,0,0
15071,0,0,0,0,0,0
15086,0,0,0,0,0,0
15088,0,0,0,0,0,0
15092,0,0,0,0,0,0
15108,0,0,0,0,0,0
15149,0,0,0,0,0,0
15151,0,0,0,0,0,0
15152,0,0,0,0,0,0
15153,0,0,0,0,0,0
15156,0,0,0,0,0,0
15157,0,0,0,0,0,0
15163,0,0,0,0,0,0
15167,0,0,0,0,0,0
15171,0,0,0,0,0,0
15173,0,0,0,0,0,0
15174,0,0,0,0,0,0
15176,0,0,0,0,0,0
15177,0,0,0,0,0,0
15178,0,0,0,0,0,0
15179,0,0,0,0,0,0
15187,0,0,0,0,0,0
15190,0,0,0,0,0,0
15191,0,0,0,0,0,0
15192,0,0,0,0,0,0
15193,0,0,0,0,0,0
15195,0,0,0,0,0,0
15229,0,0,0,0,0,0
15231,0,0,0,0,0,0
15265,0,0,0,0,0,0
15266,0,0,0,0,0,0
15267,0,0,0,0,0,0
15294,0,0,1,0,0,0
15304,0,0,0,0,0,0
15310,1,0,1,0,1,0
15323,0,0,0,0,0,0
15324,0,0,0,0,0,0
15325,0,0,0,0,0,0
15329,0,0,0,0,0,0
15330,0,0,0,0,0,0
15331,0,0,0,0,0,0
15353,0,0,0,0,0,0
15355,0,0,0,0,0,0
15362,0,0,0,0,0,0
15363,0,0,0,0,0,0
15364,0,0,0,0,0,0
15365,0,0,0,0,0,0
15374,0,0,0,0,0,0
15375,0,0,0,0,0,0
15376,0,0,0,0,0,0
15377,0,0,0,0,0,0
